order_id,date,category,city,platform,payment_method,quantity,unit_price,revenue,order_status,delivery_days,rating
NG-10732,2023-03-27,Beauty,Ibadan,Konga,USSD,2,20500.0,41000.0,Delivered,6,2.6
NG-10733,2023-02-17,Beauty,Lagos,Instagram Shop,Transfer,1,10300.0,10300.0,Delivered,5,4.6
NG-10734,2023-09-29,Books,Lagos,WhatsApp Business,Pay on Delivery,1,10100.0,0.0,Returned,9,
NG-10735,2023-03-20,Books,Abuja,Jiji,USSD,4,5000.0,20000.0,Delivered,4,4.4
NG-10736,2023-05-08,Sports,Port Harcourt,Jiji,Transfer,4,40000.0,160000.0,Delivered,10,3.6
NG-10737,2023-03-21,Books,Abuja,Jiji,Transfer,1,5900.0,0.0,Returned,3,
NG-10738,2023-12-10,Sports,Ibadan,Jiji,Card,4,19900.0,79600.0,Delivered,3,5.0
NG-10739,2023-04-06,Sports,Abuja,WhatsApp Business,Cash on Delivery,4,25800.0,103200.0,Delivered,5,2.5
NG-10740,2023-05-15,Home & Living,Lagos,Konga,Transfer,3,70000.0,210000.0,Delivered,10,3.4
NG-10741,2023-06-28,Electronics,Kano,Konga,Transfer,3,378100.0,1134300.0,Delivered,9,4.6
NG-10742,2023-05-25,Books,Ibadan,Konga,USSD,2,5700.0,11400.0,Delivered,5,4.1
NG-10743,2023-04-26,Sports,Kaduna,Konga,Cash on Delivery,3,13000.0,39000.0,Delivered,4,4.9
NG-10744,2023-04-06,Food & Drink,Port Harcourt,Instagram Shop,Cash on Delivery,1,7200.0,0.0,Returned,2,
NG-10745,2023-07-16,Home & Living,Abuja,Instagram Shop,USSD,2,68000.0,136000.0,Delivered,10,4.6
NG-10746,2023-07-22,Home & Living,Kano,Konga,USSD,4,59000.0,0.0,Returned,6,
NG-10747,2023-12-21,Fashion,Abuja,WhatsApp Business,Pay on Delivery,2,11000.0,0.0,Returned,8,
NG-10748,2023-06-20,Fashion,Port Harcourt,Jumia,Pay on Delivery,2,40500.0,81000.0,Delivered,6,3.8
NG-10749,2023-03-25,Food & Drink,Abuja,WhatsApp Business,Pay on Delivery,2,5300.0,0.0,Returned,3,
NG-10750,2023-11-20,Food & Drink,Kano,Instagram Shop,Pay on Delivery,3,6800.0,20400.0,Delivered,3,4.6
NG-10751,2023-04-27,Food & Drink,Lagos,WhatsApp Business,Cash on Delivery,1,2100.0,0.0,Returned,8,
NG-10752,2023-05-27,Beauty,Abuja,Instagram Shop,Card,1,3900.0,3900.0,Delivered,10,3.7
NG-10753,2023-03-11,Food & Drink,Abuja,Jumia,Cash on Delivery,1,6400.0,0.0,Returned,7,
NG-10754,2023-09-20,Electronics,Lagos,Jiji,Card,1,133400.0,133400.0,Delivered,5,4.1
NG-10755,2023-02-03,Electronics,Benin City,Konga,Cash on Delivery,4,498500.0,0.0,Cancelled,5,
NG-10756,2023-01-02,Electronics,Lagos,Jiji,Card,1,335700.0,0.0,Cancelled,1,
NG-10757,2023-12-20,Books,Ibadan,Instagram Shop,USSD,4,6600.0,26400.0,Delivered,4,4.7
NG-10758,2023-09-25,Electronics,Ibadan,Jumia,Transfer,3,270200.0,0.0,Returned,2,
NG-10759,2023-01-21,Electronics,Enugu,Jiji,Card,3,34100.0,102300.0,Delivered,4,4.1
NG-10760,2023-12-22,Food & Drink,Benin City,Jiji,Transfer,1,4200.0,4200.0,Delivered,3,4.1
NG-10761,2023-11-04,Fashion,Lagos,WhatsApp Business,Transfer,1,12000.0,0.0,Cancelled,6,
NG-10762,2023-08-01,Electronics,Abuja,WhatsApp Business,Card,4,119100.0,476400.0,Delivered,4,3.5
NG-10763,2023-03-17,Sports,Enugu,WhatsApp Business,Card,3,8900.0,26700.0,Delivered,3,4.8
NG-10764,2023-08-29,Books,Lagos,WhatsApp Business,Cash on Delivery,3,2500.0,0.0,Cancelled,7,
NG-10765,2023-06-12,Sports,Lagos,WhatsApp Business,Transfer,1,52900.0,0.0,Cancelled,2,
NG-10766,2023-06-17,Beauty,Kano,WhatsApp Business,Card,1,2600.0,2600.0,Delivered,3,3.1
NG-10767,2023-05-18,Beauty,Ibadan,Jumia,Card,2,13000.0,26000.0,Delivered,5,2.9
NG-10768,2023-11-17,Food & Drink,Abuja,Konga,Card,4,3700.0,0.0,Returned,2,
NG-10769,2023-06-10,Home & Living,Port Harcourt,Jumia,Cash on Delivery,4,48400.0,193600.0,Delivered,8,4.4
NG-10770,2023-04-25,Beauty,Lagos,WhatsApp Business,Card,2,7400.0,0.0,Returned,9,
NG-10771,2023-04-04,Food & Drink,Lagos,Jiji,USSD,2,3500.0,7000.0,Delivered,5,3.6
NG-10772,2023-01-10,Beauty,Port Harcourt,Konga,Transfer,1,7100.0,7100.0,Delivered,10,3.0
NG-10773,2023-02-14,Electronics,Lagos,Konga,USSD,2,339700.0,0.0,Cancelled,3,
NG-10774,2023-04-15,Electronics,Kaduna,Jumia,Card,2,15100.0,30200.0,Delivered,7,2.9
NG-10775,2023-11-30,Home & Living,Kano,Konga,Pay on Delivery,2,43600.0,0.0,Cancelled,7,
NG-10776,2023-05-04,Sports,Abuja,Jumia,Cash on Delivery,3,20000.0,60000.0,Delivered,4,2.6
NG-10777,2023-03-04,Fashion,Abuja,Jumia,Transfer,4,27000.0,108000.0,Delivered,3,4.4
NG-10778,2023-03-06,Food & Drink,Kaduna,WhatsApp Business,Cash on Delivery,1,6400.0,0.0,Returned,9,
NG-10779,2023-06-19,Fashion,Port Harcourt,Jumia,Cash on Delivery,1,42600.0,42600.0,Delivered,10,4.0
NG-10780,2023-09-02,Beauty,Abuja,WhatsApp Business,Cash on Delivery,2,12400.0,0.0,Cancelled,9,
NG-10781,2023-05-21,Beauty,Kano,Jiji,Card,2,16100.0,0.0,Cancelled,5,
NG-10782,2023-10-12,Fashion,Kaduna,Konga,Transfer,4,38400.0,153600.0,Delivered,7,4.5
NG-10783,2023-01-28,Fashion,Enugu,Jumia,Card,3,16800.0,50400.0,Delivered,4,4.5
NG-10784,2023-03-19,Home & Living,Abuja,Konga,Transfer,4,14300.0,57200.0,Delivered,9,4.4
NG-10785,2023-02-07,Books,Lagos,Konga,USSD,1,4400.0,4400.0,Delivered,8,4.6
NG-10786,2023-11-02,Food & Drink,Abuja,Jumia,Pay on Delivery,3,2800.0,8400.0,Delivered,8,2.8
NG-10787,2023-09-20,Fashion,Lagos,Instagram Shop,Cash on Delivery,4,37800.0,0.0,Cancelled,6,
NG-10788,2023-01-27,Food & Drink,Benin City,Instagram Shop,Card,4,6400.0,25600.0,Delivered,1,2.6
NG-10789,2023-03-03,Electronics,Kano,Instagram Shop,Transfer,4,434400.0,0.0,Returned,1,
NG-10790,2023-04-09,Food & Drink,Kano,Instagram Shop,Cash on Delivery,4,2900.0,11600.0,Delivered,8,4.0
NG-10791,2023-07-04,Books,Kano,Instagram Shop,USSD,1,2000.0,0.0,Cancelled,6,
NG-10792,2023-02-27,Electronics,Abuja,Konga,Cash on Delivery,1,433300.0,433300.0,Delivered,10,2.6
NG-10793,2023-06-12,Electronics,Abuja,Jumia,USSD,4,347200.0,1388800.0,Delivered,8,4.6
NG-10794,2023-08-06,Books,Ibadan,Jiji,USSD,3,8500.0,25500.0,Delivered,5,3.6
NG-10795,2023-05-28,Food & Drink,Lagos,Konga,USSD,4,3500.0,14000.0,Delivered,5,3.8
NG-10796,2023-06-27,Books,Lagos,Konga,Pay on Delivery,2,3700.0,7400.0,Delivered,3,4.3
NG-10797,2023-12-07,Home & Living,Enugu,Jumia,Cash on Delivery,4,45200.0,0.0,Returned,2,
NG-10798,2023-07-27,Sports,Kaduna,Jumia,Transfer,3,36200.0,108600.0,Delivered,8,2.6
NG-10799,2023-05-23,Beauty,Lagos,WhatsApp Business,Pay on Delivery,1,10200.0,0.0,Returned,9,
NG-10800,2023-12-23,Sports,Lagos,Jiji,USSD,3,19800.0,59400.0,Delivered,6,2.6
NG-10801,2023-04-28,Beauty,Port Harcourt,WhatsApp Business,Cash on Delivery,2,15700.0,31400.0,Delivered,9,3.5
NG-10802,2023-08-10,Books,Lagos,WhatsApp Business,Pay on Delivery,1,2400.0,0.0,Cancelled,5,
NG-10803,2023-08-26,Food & Drink,Lagos,Jumia,Transfer,2,4800.0,9600.0,Delivered,8,3.0
NG-10804,2023-12-09,Home & Living,Benin City,Instagram Shop,Transfer,3,69100.0,0.0,Returned,2,
NG-10805,2023-12-16,Food & Drink,Kano,Jumia,Transfer,4,4100.0,0.0,Returned,2,
NG-10806,2023-03-31,Beauty,Lagos,Jiji,Card,3,13700.0,41100.0,Delivered,9,3.5
NG-10807,2023-12-11,Home & Living,Kano,Jiji,Pay on Delivery,4,19200.0,0.0,Cancelled,1,
NG-10808,2023-05-18,Beauty,Abuja,Jiji,Card,1,8800.0,8800.0,Delivered,4,3.7
NG-10809,2023-01-21,Fashion,Lagos,Jumia,Card,3,10200.0,30600.0,Delivered,6,4.6
NG-10810,2023-12-04,Electronics,Port Harcourt,Jumia,Transfer,2,290300.0,580600.0,Delivered,10,3.2
NG-10811,2023-07-02,Food & Drink,Abuja,Konga,Transfer,3,1000.0,3000.0,Delivered,7,3.3
NG-10812,2023-06-19,Home & Living,Benin City,Instagram Shop,Transfer,3,63000.0,189000.0,Delivered,9,4.0
NG-10813,2023-01-08,Beauty,Kaduna,Konga,Card,4,3100.0,12400.0,Delivered,8,3.2
NG-10814,2023-01-03,Food & Drink,Lagos,Jiji,Transfer,3,1000.0,3000.0,Delivered,10,3.1
NG-10815,2023-10-13,Sports,Port Harcourt,Jiji,Transfer,3,19500.0,58500.0,Delivered,4,3.4
NG-10816,2023-11-06,Fashion,Lagos,Jumia,USSD,2,13900.0,0.0,Cancelled,1,
NG-10817,2023-08-28,Fashion,Lagos,Konga,Transfer,2,38300.0,76600.0,Delivered,1,3.1
NG-10818,2023-10-19,Electronics,Kano,Instagram Shop,USSD,3,30900.0,92700.0,Delivered,9,3.1
NG-10819,2023-05-24,Beauty,Lagos,Jiji,Pay on Delivery,4,5500.0,22000.0,Delivered,2,3.3
NG-10820,2023-10-12,Food & Drink,Kano,Jumia,Transfer,1,1800.0,1800.0,Delivered,8,3.4
NG-10821,2023-09-01,Home & Living,Port Harcourt,Instagram Shop,Pay on Delivery,2,57600.0,115200.0,Delivered,2,4.4
NG-10822,2023-08-12,Books,Abuja,Konga,Transfer,1,4100.0,0.0,Returned,6,
NG-10823,2023-03-01,Home & Living,Lagos,Jiji,Cash on Delivery,1,12200.0,12200.0,Delivered,6,4.0
NG-10824,2023-06-22,Electronics,Lagos,Jumia,Card,1,109100.0,109100.0,Delivered,5,4.9
NG-10825,2023-12-26,Fashion,Abuja,WhatsApp Business,USSD,3,25600.0,76800.0,Delivered,8,2.7
NG-10826,2023-12-03,Fashion,Lagos,Konga,Pay on Delivery,4,25200.0,0.0,Returned,4,
NG-10827,2023-01-20,Sports,Kaduna,WhatsApp Business,USSD,4,44000.0,176000.0,Delivered,4,4.2
NG-10828,2023-06-21,Sports,Lagos,Konga,Cash on Delivery,2,25600.0,51200.0,Delivered,6,4.1
NG-10829,2023-01-16,Electronics,Abuja,WhatsApp Business,Cash on Delivery,1,278800.0,278800.0,Delivered,7,4.0
NG-10830,2023-07-20,Sports,Kano,Instagram Shop,Transfer,2,45900.0,91800.0,Delivered,6,3.9
NG-10831,2023-01-11,Fashion,Ibadan,WhatsApp Business,Cash on Delivery,2,28400.0,56800.0,Delivered,4,4.8
NG-10832,2023-12-01,Food & Drink,Lagos,Jumia,Cash on Delivery,1,5800.0,5800.0,Delivered,2,2.5
NG-10833,2023-01-28,Books,Kano,WhatsApp Business,Cash on Delivery,3,3400.0,10200.0,Delivered,5,2.5
NG-10834,2023-11-16,Food & Drink,Enugu,Instagram Shop,Transfer,2,5000.0,0.0,Returned,8,
NG-10835,2023-08-18,Food & Drink,Enugu,Jiji,Pay on Delivery,3,4300.0,12900.0,Delivered,1,4.0
NG-10836,2023-01-16,Books,Lagos,Instagram Shop,Cash on Delivery,3,10300.0,30900.0,Delivered,1,3.3
NG-10837,2023-08-31,Books,Ibadan,Instagram Shop,Transfer,2,9300.0,18600.0,Delivered,7,3.9
NG-10838,2023-11-22,Food & Drink,Port Harcourt,Instagram Shop,USSD,2,5200.0,10400.0,Delivered,10,2.9
NG-10839,2023-02-23,Sports,Lagos,Jumia,Transfer,4,19200.0,0.0,Returned,4,
NG-10840,2023-11-27,Food & Drink,Abuja,Jiji,Pay on Delivery,4,4200.0,16800.0,Delivered,7,5.0
NG-10841,2023-10-28,Books,Lagos,Jiji,USSD,3,8000.0,24000.0,Delivered,5,3.6
NG-10842,2023-12-29,Home & Living,Kano,Jiji,Pay on Delivery,1,42200.0,0.0,Cancelled,8,
NG-10843,2023-07-03,Sports,Lagos,Jumia,Pay on Delivery,3,9400.0,0.0,Cancelled,3,
NG-10844,2023-04-05,Home & Living,Lagos,Jiji,Card,3,67000.0,201000.0,Delivered,8,2.9
NG-10845,2023-12-27,Home & Living,Lagos,Jumia,Cash on Delivery,3,26900.0,0.0,Cancelled,8,
NG-10846,2023-02-07,Books,Lagos,Instagram Shop,Cash on Delivery,3,11900.0,35700.0,Delivered,4,3.1
NG-10847,2023-09-07,Home & Living,Lagos,Jiji,USSD,2,74300.0,148600.0,Delivered,4,5.0
NG-10848,2023-01-06,Food & Drink,Ibadan,WhatsApp Business,Card,2,7000.0,14000.0,Delivered,9,3.4
NG-10849,2023-01-13,Home & Living,Abuja,Konga,Card,1,39100.0,39100.0,Delivered,2,2.8
NG-10850,2023-05-29,Electronics,Port Harcourt,Jiji,USSD,4,146600.0,586400.0,Delivered,8,3.6
NG-10851,2023-08-15,Electronics,Lagos,Jiji,Card,1,441400.0,441400.0,Delivered,5,3.5
NG-10852,2023-07-16,Books,Kaduna,Jiji,Pay on Delivery,2,3400.0,6800.0,Delivered,9,3.1
NG-10853,2023-03-04,Electronics,Lagos,Jiji,Pay on Delivery,4,244300.0,977200.0,Delivered,8,2.9
NG-10854,2023-03-11,Sports,Benin City,Instagram Shop,Cash on Delivery,2,4600.0,0.0,Returned,7,
NG-10855,2023-12-31,Sports,Kano,Jumia,Card,2,9900.0,19800.0,Delivered,5,3.2
NG-10856,2023-10-13,Home & Living,Kano,WhatsApp Business,Transfer,4,33400.0,133600.0,Delivered,10,4.5
NG-10857,2023-07-20,Sports,Kano,Jumia,Pay on Delivery,2,6400.0,12800.0,Delivered,2,4.1
NG-10858,2023-09-24,Food & Drink,Abuja,Jiji,Pay on Delivery,2,1100.0,0.0,Returned,3,
NG-10859,2023-03-14,Fashion,Abuja,WhatsApp Business,Transfer,3,10500.0,31500.0,Delivered,2,3.6
NG-10860,2023-06-15,Home & Living,Kano,Jiji,Card,4,64300.0,0.0,Returned,9,
NG-10861,2023-07-12,Fashion,Port Harcourt,Instagram Shop,Cash on Delivery,3,30700.0,0.0,Cancelled,2,
NG-10862,2023-10-25,Home & Living,Lagos,Jiji,USSD,1,13600.0,13600.0,Delivered,9,2.5
NG-10863,2023-10-17,Food & Drink,Enugu,Jumia,Cash on Delivery,4,2000.0,0.0,Cancelled,2,
NG-10864,2023-07-24,Beauty,Abuja,Konga,Pay on Delivery,3,18300.0,54900.0,Delivered,9,3.4
NG-10865,2023-10-02,Home & Living,Lagos,Konga,Transfer,4,49000.0,196000.0,Delivered,7,4.7
NG-10866,2023-06-25,Electronics,Ibadan,WhatsApp Business,USSD,3,319600.0,958800.0,Delivered,7,3.0
NG-10867,2023-11-04,Fashion,Abuja,Jumia,USSD,4,30200.0,120800.0,Delivered,8,4.4
NG-10868,2023-08-26,Food & Drink,Ibadan,Konga,Pay on Delivery,3,5900.0,17700.0,Delivered,3,4.0
NG-10869,2023-05-30,Electronics,Kano,Jumia,Pay on Delivery,1,68300.0,0.0,Cancelled,6,
NG-10870,2023-09-07,Beauty,Abuja,Konga,Pay on Delivery,2,2300.0,4600.0,Delivered,3,2.7
NG-10871,2023-11-02,Food & Drink,Abuja,Konga,Pay on Delivery,4,3500.0,14000.0,Delivered,8,4.2
NG-10872,2023-12-09,Books,Lagos,Instagram Shop,Pay on Delivery,4,8300.0,33200.0,Delivered,7,3.3
NG-10873,2023-04-30,Beauty,Abuja,Konga,USSD,1,18000.0,0.0,Returned,2,
NG-10874,2023-06-22,Food & Drink,Benin City,Instagram Shop,Card,3,2700.0,0.0,Returned,6,
NG-10875,2023-07-19,Electronics,Lagos,WhatsApp Business,Transfer,3,38300.0,114900.0,Delivered,7,3.2
NG-10876,2023-04-01,Food & Drink,Benin City,Jiji,Pay on Delivery,1,5500.0,0.0,Returned,4,
NG-10877,2023-07-09,Beauty,Lagos,Jiji,Cash on Delivery,2,13100.0,26200.0,Delivered,10,4.0
NG-10878,2023-08-19,Electronics,Kano,Konga,Transfer,4,62200.0,0.0,Returned,5,
NG-10879,2023-07-11,Books,Benin City,Konga,Transfer,3,6100.0,18300.0,Delivered,2,2.8
NG-10880,2023-12-15,Beauty,Kano,Jiji,Pay on Delivery,2,13200.0,0.0,Cancelled,10,
NG-10881,2023-12-09,Beauty,Abuja,Konga,USSD,1,16200.0,16200.0,Delivered,4,5.0
NG-10882,2023-04-22,Home & Living,Benin City,Jiji,Transfer,3,16400.0,49200.0,Delivered,7,4.3
NG-10883,2023-01-18,Books,Lagos,WhatsApp Business,USSD,3,7300.0,21900.0,Delivered,9,4.3
NG-10884,2023-01-25,Fashion,Port Harcourt,WhatsApp Business,Cash on Delivery,1,31100.0,0.0,Cancelled,10,
NG-10885,2023-01-16,Fashion,Lagos,Konga,Transfer,1,20200.0,20200.0,Delivered,4,3.2
NG-10886,2023-05-30,Home & Living,Abuja,WhatsApp Business,Transfer,3,49800.0,149400.0,Delivered,4,4.6
NG-10887,2023-03-08,Sports,Kano,Konga,Pay on Delivery,1,29100.0,0.0,Cancelled,6,
NG-10888,2023-01-05,Fashion,Lagos,Jiji,Card,3,23400.0,0.0,Returned,8,
NG-10889,2023-09-27,Sports,Benin City,Konga,Transfer,1,9400.0,9400.0,Delivered,2,4.3
NG-10890,2023-10-21,Books,Lagos,WhatsApp Business,Cash on Delivery,3,4400.0,0.0,Cancelled,1,
NG-10891,2023-08-20,Sports,Kano,Konga,Transfer,3,59100.0,177300.0,Delivered,7,3.0
NG-10892,2023-09-02,Books,Lagos,Jiji,Cash on Delivery,1,6300.0,6300.0,Delivered,2,3.1
NG-10893,2023-08-11,Sports,Abuja,Jumia,Pay on Delivery,1,21600.0,21600.0,Delivered,5,2.9
NG-10894,2023-11-02,Electronics,Abuja,Konga,Cash on Delivery,1,441700.0,441700.0,Delivered,4,2.8
NG-10895,2023-03-28,Home & Living,Kano,Jumia,Cash on Delivery,4,53000.0,0.0,Cancelled,1,
NG-10896,2023-12-25,Sports,Lagos,WhatsApp Business,Transfer,3,24000.0,72000.0,Delivered,4,3.5
NG-10897,2023-02-19,Sports,Lagos,Jiji,Cash on Delivery,2,26600.0,53200.0,Delivered,8,3.3
NG-10898,2023-07-27,Home & Living,Abuja,Instagram Shop,Pay on Delivery,2,47400.0,94800.0,Delivered,10,4.4
NG-10899,2023-08-01,Books,Lagos,Jiji,USSD,3,4800.0,14400.0,Delivered,7,2.9
NG-10900,2023-04-26,Beauty,Lagos,Instagram Shop,Cash on Delivery,3,11500.0,0.0,Returned,7,
NG-10901,2023-05-15,Food & Drink,Lagos,Instagram Shop,Cash on Delivery,2,7000.0,14000.0,Delivered,2,3.2
NG-10902,2023-09-14,Sports,Lagos,Jumia,Pay on Delivery,1,18900.0,0.0,Cancelled,5,
NG-10903,2023-11-04,Home & Living,Kano,Jumia,Cash on Delivery,3,30300.0,90900.0,Delivered,10,3.8
NG-10904,2023-10-05,Electronics,Kano,WhatsApp Business,USSD,4,215800.0,0.0,Returned,4,
NG-10905,2023-05-22,Beauty,Enugu,Instagram Shop,USSD,2,22700.0,45400.0,Delivered,4,4.7
NG-10906,2023-04-03,Home & Living,Benin City,Jiji,Pay on Delivery,2,28700.0,57400.0,Delivered,1,3.9
NG-10907,2023-10-11,Beauty,Ibadan,WhatsApp Business,Pay on Delivery,4,4700.0,18800.0,Delivered,4,4.8
NG-10908,2023-02-22,Sports,Benin City,WhatsApp Business,USSD,1,39400.0,39400.0,Delivered,10,2.5
NG-10909,2023-11-29,Fashion,Abuja,WhatsApp Business,Pay on Delivery,4,6700.0,26800.0,Delivered,9,3.7
NG-10910,2023-04-26,Books,Kano,WhatsApp Business,Card,2,3400.0,0.0,Returned,9,
NG-10911,2023-05-16,Sports,Kano,Konga,Card,1,42700.0,0.0,Returned,5,
NG-10912,2023-04-18,Sports,Port Harcourt,Jiji,Card,1,23300.0,23300.0,Delivered,9,3.3
NG-10913,2023-04-08,Sports,Kano,Jiji,Transfer,4,57300.0,0.0,Cancelled,4,
NG-10914,2023-12-12,Home & Living,Benin City,WhatsApp Business,Pay on Delivery,3,67700.0,203100.0,Delivered,5,4.2
NG-10915,2023-10-31,Beauty,Port Harcourt,WhatsApp Business,Pay on Delivery,1,8900.0,0.0,Cancelled,7,
NG-10916,2023-11-14,Sports,Abuja,Jiji,Transfer,2,13700.0,27400.0,Delivered,3,4.2
NG-10917,2023-12-06,Home & Living,Ibadan,Konga,Cash on Delivery,2,48100.0,96200.0,Delivered,7,3.2
NG-10918,2023-12-31,Sports,Lagos,Jiji,USSD,4,17300.0,69200.0,Delivered,1,4.1
NG-10919,2023-12-24,Sports,Port Harcourt,Jumia,Card,3,52000.0,156000.0,Delivered,9,4.6
NG-10920,2023-01-06,Beauty,Ibadan,Jiji,Cash on Delivery,4,13900.0,55600.0,Delivered,7,4.8
NG-10921,2023-02-19,Sports,Lagos,WhatsApp Business,Pay on Delivery,1,29100.0,29100.0,Delivered,4,4.1
NG-10922,2023-07-09,Home & Living,Abuja,Konga,Cash on Delivery,4,54900.0,0.0,Cancelled,7,
NG-10923,2023-01-05,Electronics,Kano,Instagram Shop,Cash on Delivery,3,377300.0,0.0,Cancelled,8,
NG-10924,2023-08-31,Electronics,Kano,WhatsApp Business,Transfer,1,387300.0,0.0,Returned,5,
NG-10925,2023-12-17,Food & Drink,Kaduna,Konga,Transfer,3,5400.0,16200.0,Delivered,4,3.2
NG-10926,2023-10-14,Beauty,Abuja,Instagram Shop,Transfer,4,13900.0,55600.0,Delivered,3,3.3
NG-10927,2023-11-30,Books,Lagos,Jiji,USSD,2,1300.0,2600.0,Delivered,8,4.7
NG-10928,2023-03-23,Beauty,Kaduna,Jumia,Cash on Delivery,1,21000.0,21000.0,Delivered,2,3.4
NG-10929,2023-03-07,Home & Living,Abuja,Konga,USSD,2,21600.0,0.0,Returned,2,
NG-10930,2023-07-05,Food & Drink,Port Harcourt,WhatsApp Business,Pay on Delivery,4,6000.0,0.0,Returned,1,
NG-10931,2023-11-18,Electronics,Abuja,Instagram Shop,Card,2,118700.0,237400.0,Delivered,8,3.4
NG-10932,2023-03-01,Books,Lagos,Jiji,Pay on Delivery,2,3600.0,7200.0,Delivered,6,4.8
NG-10933,2023-04-10,Home & Living,Abuja,Jumia,USSD,1,76200.0,0.0,Cancelled,6,
NG-10934,2023-09-20,Books,Abuja,WhatsApp Business,Pay on Delivery,2,5900.0,11800.0,Delivered,1,4.4
NG-10935,2023-02-01,Books,Benin City,Instagram Shop,Card,3,11300.0,33900.0,Delivered,8,3.0
NG-10936,2023-08-17,Books,Lagos,Jiji,USSD,4,8700.0,0.0,Cancelled,7,
NG-10937,2023-10-22,Home & Living,Abuja,Konga,Pay on Delivery,4,18400.0,73600.0,Delivered,4,4.7
NG-10938,2023-09-28,Sports,Ibadan,WhatsApp Business,Cash on Delivery,1,36700.0,36700.0,Delivered,3,4.4
NG-10939,2023-02-28,Sports,Lagos,Instagram Shop,Card,4,23000.0,92000.0,Delivered,4,4.5
NG-10940,2023-07-29,Food & Drink,Lagos,Instagram Shop,Cash on Delivery,2,7500.0,15000.0,Delivered,6,3.4
NG-10941,2023-11-15,Beauty,Kano,Konga,USSD,3,21100.0,63300.0,Delivered,8,2.7
NG-10942,2023-11-22,Fashion,Enugu,Jiji,Transfer,2,3500.0,7000.0,Delivered,7,3.5
NG-10943,2023-01-30,Home & Living,Kaduna,WhatsApp Business,USSD,2,24100.0,48200.0,Delivered,7,4.4
NG-10944,2023-08-13,Home & Living,Abuja,Jiji,USSD,3,17900.0,0.0,Cancelled,10,
NG-10945,2023-01-24,Fashion,Ibadan,Instagram Shop,Pay on Delivery,2,9900.0,19800.0,Delivered,8,3.4
NG-10946,2023-09-20,Food & Drink,Lagos,Jumia,Pay on Delivery,4,6700.0,0.0,Cancelled,5,
NG-10947,2023-04-26,Food & Drink,Port Harcourt,Jumia,USSD,2,5600.0,0.0,Cancelled,2,
NG-10948,2023-02-24,Home & Living,Port Harcourt,Instagram Shop,USSD,2,78800.0,0.0,Cancelled,9,
NG-10949,2023-08-10,Food & Drink,Enugu,WhatsApp Business,Card,3,2700.0,8100.0,Delivered,5,2.5
NG-10950,2023-10-19,Fashion,Kaduna,Konga,Pay on Delivery,3,38400.0,0.0,Cancelled,3,
NG-10951,2023-05-30,Home & Living,Benin City,WhatsApp Business,USSD,3,71300.0,213900.0,Delivered,9,4.7
NG-10952,2023-11-10,Beauty,Lagos,Jumia,Transfer,4,24500.0,98000.0,Delivered,8,2.8
NG-10953,2023-11-06,Food & Drink,Kano,Jumia,Card,4,7900.0,31600.0,Delivered,7,2.7
NG-10954,2023-05-04,Beauty,Abuja,Jumia,Pay on Delivery,4,14700.0,58800.0,Delivered,7,3.9
NG-10955,2023-12-31,Books,Lagos,Konga,USSD,3,10900.0,0.0,Returned,1,
NG-10956,2023-05-22,Home & Living,Enugu,Jiji,Cash on Delivery,3,32300.0,96900.0,Delivered,10,3.4
NG-10957,2023-01-02,Sports,Benin City,Instagram Shop,Pay on Delivery,1,8600.0,0.0,Returned,6,
NG-10958,2023-06-26,Books,Lagos,Jumia,USSD,3,10700.0,32100.0,Delivered,9,4.4
NG-10959,2023-04-14,Sports,Abuja,Konga,Cash on Delivery,2,23500.0,47000.0,Delivered,9,4.3
NG-10960,2023-01-03,Books,Benin City,Jiji,Pay on Delivery,1,3100.0,0.0,Cancelled,2,
NG-10961,2023-05-15,Fashion,Port Harcourt,Jiji,Cash on Delivery,2,40100.0,80200.0,Delivered,9,2.8
NG-10962,2023-03-17,Fashion,Kano,Instagram Shop,USSD,2,14600.0,29200.0,Delivered,3,3.9
NG-10963,2023-08-17,Home & Living,Enugu,Konga,Card,1,5500.0,5500.0,Delivered,7,4.2
NG-10964,2023-09-20,Food & Drink,Lagos,Jiji,USSD,1,5500.0,0.0,Returned,8,
NG-10965,2023-07-31,Sports,Lagos,Konga,USSD,2,49300.0,98600.0,Delivered,3,2.6
NG-10966,2023-09-16,Food & Drink,Abuja,Jumia,Transfer,3,7700.0,23100.0,Delivered,3,2.6
NG-10967,2023-01-11,Books,Lagos,Jiji,USSD,3,8000.0,24000.0,Delivered,2,4.7
NG-10968,2023-10-06,Books,Port Harcourt,Jumia,Card,3,3200.0,0.0,Cancelled,10,
NG-10969,2023-05-24,Beauty,Lagos,Konga,Card,2,4800.0,9600.0,Delivered,7,4.4
NG-10970,2023-11-23,Home & Living,Kaduna,WhatsApp Business,USSD,2,65100.0,130200.0,Delivered,1,3.4
NG-10971,2023-07-29,Food & Drink,Port Harcourt,Instagram Shop,Card,1,7100.0,0.0,Cancelled,8,
NG-10972,2023-01-19,Beauty,Kaduna,Jumia,USSD,4,2900.0,0.0,Returned,3,
NG-10973,2023-11-10,Home & Living,Lagos,Instagram Shop,Transfer,3,64400.0,193200.0,Delivered,8,4.6
NG-10974,2023-04-20,Home & Living,Abuja,Jumia,Card,1,68100.0,68100.0,Delivered,8,4.3
NG-10975,2023-04-27,Fashion,Lagos,Jumia,Card,4,23100.0,92400.0,Delivered,5,3.2
